raw_text,model_input,text,transformer_text,label,target,userLang,language_name,app_name,review_date
Rivoglio Messenger LITE. Meta 👎🏻,lang_it Rivoglio Messenger LITE. Meta 👎🏻,lang_it rivoglio messenger lite. meta 👎🏻,Rivoglio Messenger LITE. Meta 👎🏻,negative,0,IT,Italian,Facebook Messenger,2023-09-18 01:22:48
no posiamo mai vivere senza messanger e ottima,lang_it no posiamo mai vivere senza messanger e ottima,lang_it no posiamo mai vivere senza messanger e ottima,no posiamo mai vivere senza messanger e ottima,neutral,1,IT,Italian,Facebook Messenger,2023-09-18 00:54:07
"L'app è di per sé molto ben fatta, ma sinceramente trovo ingiusto doverla scaricare per forza solo per usare una funzione che dovrebbe essere inclusa direttamente nel client di facebook. È semplicemente spazio in più occupato inutilmente (solo per fare arricchire le tasche di zuckerberghino), per questa ragione per me non è valutabile in maniera positiva.","lang_it L'app è di per sé molto ben fatta, ma sinceramente trovo ingiusto doverla scaricare per forza solo per usare una funzione che dovrebbe essere inclusa direttamente nel client di facebook. È semplicemente spazio in più occupato inutilmente (solo per fare arricchire le tasche di zuckerberghino), per questa ragione per me non è valutabile in maniera positiva.","lang_it l'app è di per sé molto ben fatta, ma sinceramente trovo ingiusto doverla scaricare per forza solo per usare una funzione che dovrebbe essere inclusa direttamente nel client di facebook. è semplicemente spazio in più occupato inutilmente (solo per fare arricchire le tasche di zuckerberghino), per questa ragione per me non è valutabile in maniera positiva.","L'app è di per sé molto ben fatta, ma sinceramente trovo ingiusto doverla scaricare per forza solo per usare una funzione che dovrebbe essere inclusa direttamente nel client di facebook. È semplicemente spazio in più occupato inutilmente (solo per fare arricchire le tasche di zuckerberghino), per questa ragione per me non è valutabile in maniera positiva.",negative,0,IT,Italian,Facebook Messenger,2023-09-17 22:26:37
Positiva,lang_it Positiva,lang_it positiva,Positiva,positive,2,IT,Italian,Facebook Messenger,2023-09-17 21:52:29
Ottimo ma fa inoltrare solo cinque persone,lang_it Ottimo ma fa inoltrare solo cinque persone,lang_it ottimo ma fa inoltrare solo cinque persone,Ottimo ma fa inoltrare solo cinque persone,positive,2,IT,Italian,Facebook Messenger,2023-09-17 20:34:24
"Si blocca spesso,non arrivano i messaggi oppure arrivano in ritardo.Risolvete questo problema","lang_it Si blocca spesso,non arrivano i messaggi oppure arrivano in ritardo.Risolvete questo problema","lang_it si blocca spesso,non arrivano i messaggi oppure arrivano in ritardo.risolvete questo problema","Si blocca spesso,non arrivano i messaggi oppure arrivano in ritardo.Risolvete questo problema",negative,0,IT,Italian,Facebook Messenger,2023-09-17 20:31:51
Ok,lang_it Ok,lang_it ok,Ok,positive,2,IT,Italian,Facebook Messenger,2023-09-17 20:29:43
Buono,lang_it Buono,lang_it buono,Buono,positive,2,IT,Italian,Facebook Messenger,2023-09-17 19:46:39
Excelent,lang_it Excelent,lang_it excelent,Excelent,positive,2,IT,Italian,Facebook Messenger,2023-09-17 19:24:50
Non carica i miei messaggi,lang_it Non carica i miei messaggi,lang_it non carica i miei messaggi,Non carica i miei messaggi,negative,0,IT,Italian,Facebook Messenger,2023-09-17 16:49:29
Vogio questo dai me auoti ver favore 🤝,lang_it Vogio questo dai me auoti ver favore 🤝,lang_it vogio questo dai me auoti ver favore 🤝,Vogio questo dai me auoti ver favore 🤝,positive,2,IT,Italian,Facebook Messenger,2023-09-17 16:26:04
Ciao,lang_it Ciao,lang_it ciao,Ciao,positive,2,IT,Italian,Facebook Messenger,2023-09-17 12:31:04
Non posso conectarme con Messenger pagina in bianco non posso leggere i messaggi,lang_it Non posso conectarme con Messenger pagina in bianco non posso leggere i messaggi,lang_it non posso conectarme con messenger pagina in bianco non posso leggere i messaggi,Non posso conectarme con Messenger pagina in bianco non posso leggere i messaggi,negative,0,IT,Italian,Facebook Messenger,2023-09-17 09:23:41
Muito bom gostei Otimo,lang_it Muito bom gostei Otimo,lang_it muito bom gostei otimo,Muito bom gostei Otimo,positive,2,IT,Italian,Facebook Messenger,2023-09-17 08:19:40
Voglio inviare messaggi.,lang_it Voglio inviare messaggi.,lang_it voglio inviare messaggi.,Voglio inviare messaggi.,positive,2,IT,Italian,Facebook Messenger,2023-09-17 07:35:44
"Ho dovuto disinstallare questa app perché mi e arrivavato un link che ho aperto e richiuso subito perché ho capito che si trattava di un tentativo di pishing spacciandosi per un gruppo che opera anche su you tube. Sarebbe opportuno un controllo maggiore da parte di messengers, visto che su facebook ci sono molti profili farlocchi che accedono a messangers.","lang_it Ho dovuto disinstallare questa app perché mi e arrivavato un link che ho aperto e richiuso subito perché ho capito che si trattava di un tentativo di pishing spacciandosi per un gruppo che opera anche su you tube. Sarebbe opportuno un controllo maggiore da parte di messengers, visto che su facebook ci sono molti profili farlocchi che accedono a messangers.","lang_it ho dovuto disinstallare questa app perché mi e arrivavato un link che ho aperto e richiuso subito perché ho capito che si trattava di un tentativo di pishing spacciandosi per un gruppo che opera anche su you tube. sarebbe opportuno un controllo maggiore da parte di messengers, visto che su facebook ci sono molti profili farlocchi che accedono a messangers.","Ho dovuto disinstallare questa app perché mi e arrivavato un link che ho aperto e richiuso subito perché ho capito che si trattava di un tentativo di pishing spacciandosi per un gruppo che opera anche su you tube. Sarebbe opportuno un controllo maggiore da parte di messengers, visto che su facebook ci sono molti profili farlocchi che accedono a messangers.",negative,0,IT,Italian,Facebook Messenger,2023-09-17 05:48:31
"Bella, è Utile..","lang_it Bella, è Utile..","lang_it bella, è utile..","Bella, è Utile..",positive,2,IT,Italian,Facebook Messenger,2023-09-16 23:31:36
Complimenti è tutto ok Grazie 😘😘😘,lang_it Complimenti è tutto ok Grazie 😘😘😘,lang_it complimenti è tutto ok grazie 😘😘😘,Complimenti è tutto ok Grazie 😘😘😘,positive,2,IT,Italian,Facebook Messenger,2023-09-16 23:23:35
Vorrei sapere perché non è più possibile annullare gli invii nelle conversazioni.,lang_it Vorrei sapere perché non è più possibile annullare gli invii nelle conversazioni.,lang_it vorrei sapere perché non è più possibile annullare gli invii nelle conversazioni.,Vorrei sapere perché non è più possibile annullare gli invii nelle conversazioni.,negative,0,IT,Italian,Facebook Messenger,2023-09-16 22:26:59
si blocca sempre devo sempre disinstallare la app.e poi di nuovo i istallare e di continuo.,lang_it si blocca sempre devo sempre disinstallare la app.e poi di nuovo i istallare e di continuo.,lang_it si blocca sempre devo sempre disinstallare la app.e poi di nuovo i istallare e di continuo.,si blocca sempre devo sempre disinstallare la app.e poi di nuovo i istallare e di continuo.,negative,0,IT,Italian,Facebook Messenger,2023-09-16 18:46:41
"Ottima app, ma c'è tanto da migliorare.","lang_it Ottima app, ma c'è tanto da migliorare.","lang_it ottima app, ma c'è tanto da migliorare.","Ottima app, ma c'è tanto da migliorare.",negative,0,IT,Italian,Facebook Messenger,2023-09-16 18:10:19
"Se non fosse obbligatoria nessuno la installerebbe ,lagga","lang_it Se non fosse obbligatoria nessuno la installerebbe ,lagga","lang_it se non fosse obbligatoria nessuno la installerebbe ,lagga","Se non fosse obbligatoria nessuno la installerebbe ,lagga",neutral,1,IT,Italian,Facebook Messenger,2023-09-16 13:57:10
E ok. Si fa anche chiamare,lang_it E ok. Si fa anche chiamare,lang_it e ok. si fa anche chiamare,E ok. Si fa anche chiamare,positive,2,IT,Italian,Facebook Messenger,2023-09-16 11:04:50
ok,lang_it ok,lang_it ok,ok,positive,2,IT,Italian,Facebook Messenger,2023-09-16 09:35:57
Bhh,lang_it Bhh,lang_it bhh,Bhh,positive,2,IT,Italian,Facebook Messenger,2023-09-16 00:59:56
Sono molto soddisfatta...!! 🤗🤗🤗,lang_it Sono molto soddisfatta...!! 🤗🤗🤗,lang_it sono molto soddisfatta...!! 🤗🤗🤗,Sono molto soddisfatta...!! 🤗🤗🤗,positive,2,IT,Italian,Facebook Messenger,2023-09-15 22:14:43
Non si apre l'app,lang_it Non si apre l'app,lang_it non si apre l'app,Non si apre l'app,negative,0,IT,Italian,Facebook Messenger,2023-09-15 22:07:14
Bravo? 8,lang_it Bravo? 8,lang_it bravo? 8,Bravo? 8,positive,2,IT,Italian,Facebook Messenger,2023-09-15 21:26:47
Postiva finora poi vedremo,lang_it Postiva finora poi vedremo,lang_it postiva finora poi vedremo,Postiva finora poi vedremo,positive,2,IT,Italian,Facebook Messenger,2023-09-15 21:13:46
Facebok,lang_it Facebok,lang_it facebok,Facebok,positive,2,IT,Italian,Facebook Messenger,2023-09-15 21:03:27
تدرنمك,lang_it تدرنمك,lang_it تدرنمك,تدرنمك,positive,2,IT,Italian,Facebook Messenger,2023-09-15 20:40:38
E molto bello,lang_it E molto bello,lang_it e molto bello,E molto bello,positive,2,IT,Italian,Facebook Messenger,2023-09-15 17:25:11
"Da qualche giorno impossibile inviare messaggi ad alcuni miei contatti , che succede? Non esiste alcuna possibilità di aggiornare la app...grazie per l'aiuto","lang_it Da qualche giorno impossibile inviare messaggi ad alcuni miei contatti , che succede? Non esiste alcuna possibilità di aggiornare la app...grazie per l'aiuto","lang_it da qualche giorno impossibile inviare messaggi ad alcuni miei contatti , che succede? non esiste alcuna possibilità di aggiornare la app...grazie per l'aiuto","Da qualche giorno impossibile inviare messaggi ad alcuni miei contatti , che succede? Non esiste alcuna possibilità di aggiornare la app...grazie per l'aiuto",negative,0,IT,Italian,Facebook Messenger,2023-09-15 15:50:06
Non riesco ad entrare sull app,lang_it Non riesco ad entrare sull app,lang_it non riesco ad entrare sull app,Non riesco ad entrare sull app,negative,0,IT,Italian,Facebook Messenger,2023-09-15 15:48:25
Ion o fame ma nn o possibilita per fare spesa,lang_it Ion o fame ma nn o possibilita per fare spesa,lang_it ion o fame ma nn o possibilita per fare spesa,Ion o fame ma nn o possibilita per fare spesa,neutral,1,IT,Italian,Facebook Messenger,2023-09-15 13:33:10
Eccellente,lang_it Eccellente,lang_it eccellente,Eccellente,positive,2,IT,Italian,Facebook Messenger,2023-09-15 11:43:58
Buono,lang_it Buono,lang_it buono,Buono,neutral,1,IT,Italian,Facebook Messenger,2023-09-15 11:29:47
(⁠=⁠｀⁠ェ⁠´⁠=⁠)(⁠@⁠_⁠@⁠)ヾ⁠(⁠*⁠’⁠ヽ⁠(⁠(⁠◎⁠д⁠◎⁠)⁠)⁠ゝ✧⁠\⁠(⁠>⁠o⁠<⁠)⁠ﾉ⁠✧(⁠@⁠_⁠@⁠)✧⁠\⁠(⁠>⁠o⁠<⁠)⁠ﾉ⁠✧(⁠@⁠_⁠@⁠)(⁠@⁠_⁠@⁠)Ｏ⁠’⁠*⁠)⁠/(⁠・⁠o⁠・⁠)ヽ⁠(⁠(⁠◎⁠д⁠◎⁠)⁠)⁠ゝヽ⁠(⁠(⁠◎⁠д⁠◎⁠)⁠)⁠ゝ,lang_it (⁠=⁠｀⁠ェ⁠´⁠=⁠)(⁠@⁠_⁠@⁠)ヾ⁠(⁠*⁠’⁠ヽ⁠(⁠(⁠◎⁠д⁠◎⁠)⁠)⁠ゝ✧⁠\⁠(⁠>⁠o⁠<⁠)⁠ﾉ⁠✧(⁠@⁠_⁠@⁠)✧⁠\⁠(⁠>⁠o⁠<⁠)⁠ﾉ⁠✧(⁠@⁠_⁠@⁠)(⁠@⁠_⁠@⁠)Ｏ⁠’⁠*⁠)⁠/(⁠・⁠o⁠・⁠)ヽ⁠(⁠(⁠◎⁠д⁠◎⁠)⁠)⁠ゝヽ⁠(⁠(⁠◎⁠д⁠◎⁠)⁠)⁠ゝ,lang_it (⁠=⁠`⁠ェ⁠,(⁠=⁠`⁠ェ⁠ ́⁠=⁠)(⁠@⁠_⁠@⁠)ヾ⁠(⁠*⁠’⁠ヽ⁠(⁠(⁠◎⁠д⁠◎⁠)⁠)⁠ゝ✧⁠\⁠(⁠>⁠o⁠<⁠)⁠ノ⁠✧(⁠@⁠_⁠@⁠)✧⁠\⁠(⁠>⁠o⁠<⁠)⁠ノ⁠✧(⁠@⁠_⁠@⁠)(⁠@⁠_⁠@⁠)O⁠’⁠*⁠)⁠/(⁠・⁠o⁠・⁠)ヽ⁠(⁠(⁠◎⁠д⁠◎⁠)⁠)⁠ゝヽ⁠(⁠(⁠◎⁠д⁠◎⁠)⁠)⁠ゝ,neutral,1,IT,Italian,Facebook Messenger,2023-09-15 11:24:11
"Dopo l'ultimo aggiornamento, sembra andare meglio s10e","lang_it Dopo l'ultimo aggiornamento, sembra andare meglio s10e","lang_it dopo l'ultimo aggiornamento, sembra andare meglio s10e","Dopo l'ultimo aggiornamento, sembra andare meglio s10e",positive,2,IT,Italian,Facebook Messenger,2023-09-15 10:42:54
"È una app buona, ma non viene visualizzato l'orario corretto di ogni messaggio, alcuni messaggi non c'è proprio l'orario indicato","lang_it È una app buona, ma non viene visualizzato l'orario corretto di ogni messaggio, alcuni messaggi non c'è proprio l'orario indicato","lang_it è una app buona, ma non viene visualizzato l'orario corretto di ogni messaggio, alcuni messaggi non c'è proprio l'orario indicato","È una app buona, ma non viene visualizzato l'orario corretto di ogni messaggio, alcuni messaggi non c'è proprio l'orario indicato",neutral,1,IT,Italian,Facebook Messenger,2023-09-15 09:22:15
Buongiorno ottima,lang_it Buongiorno ottima,lang_it buongiorno ottima,Buongiorno ottima,positive,2,IT,Italian,Facebook Messenger,2023-09-15 09:15:40
Discreta 🥰,lang_it Discreta 🥰,lang_it discreta 🥰,Discreta 🥰,positive,2,IT,Italian,Facebook Messenger,2023-09-15 03:08:05
Discreta app ❤,lang_it Discreta app ❤,lang_it discreta app ❤,Discreta app ❤,positive,2,IT,Italian,Facebook Messenger,2023-09-15 02:47:04
Non mi fa inviare messaggi,lang_it Non mi fa inviare messaggi,lang_it non mi fa inviare messaggi,Non mi fa inviare messaggi,neutral,1,IT,Italian,Facebook Messenger,2023-09-15 01:47:22
"Appena installata, mi pare la giungla. Non è semplice, inoltre nella community non si eliminano tutti i gruppi","lang_it Appena installata, mi pare la giungla. Non è semplice, inoltre nella community non si eliminano tutti i gruppi","lang_it appena installata, mi pare la giungla. non è semplice, inoltre nella community non si eliminano tutti i gruppi","Appena installata, mi pare la giungla. Non è semplice, inoltre nella community non si eliminano tutti i gruppi",negative,0,IT,Italian,Facebook Messenger,2023-09-14 23:30:04
CHE MERAVIGLIA POSSO APTIRE IL MIO CUORE ANCHE SE OGGI E' COME SE NON CI FOSSERO PIU' I MIEI PADRE MADRE E SORELLA CADUTI IN TEMPO DI GUERRA......UN MOMENTO MA CI SONO NELLA MIA MENTE ASSIEME ALLA MIA LEI CHE' NON CE' PIU' UN SALUTO DA ITALO GRIFONI BRUNO.SCUSATE LA TRISTEZZA MAA VOLTE FA PARTE DEL MIO EGO.MI PASSA F.PEDRONI MI RACCONTA UNA SUA BARZELLETTA NUOVA.ITALO.,lang_it CHE MERAVIGLIA POSSO APTIRE IL MIO CUORE ANCHE SE OGGI E' COME SE NON CI FOSSERO PIU' I MIEI PADRE MADRE E SORELLA CADUTI IN TEMPO DI GUERRA......UN MOMENTO MA CI SONO NELLA MIA MENTE ASSIEME ALLA MIA LEI CHE' NON CE' PIU' UN SALUTO DA ITALO GRIFONI BRUNO.SCUSATE LA TRISTEZZA MAA VOLTE FA PARTE DEL MIO EGO.MI PASSA F.PEDRONI MI RACCONTA UNA SUA BARZELLETTA NUOVA.ITALO.,lang_it che meraviglia posso aptire il mio cuore anche se oggi e' come se non ci fossero piu' i miei padre madre e sorella caduti in tempo di guerra......un momento ma ci sono nella mia mente assieme alla mia lei che' non ce' piu' un saluto da italo grifoni bruno.scusate la tristezza maa volte fa parte del mio ego.mi passa f.pedroni mi racconta una sua barzelletta nuova.italo.,CHE MERAVIGLIA POSSO APTIRE IL MIO CUORE ANCHE SE OGGI E' COME SE NON CI FOSSERO PIU' I MIEI PADRE MADRE E SORELLA CADUTI IN TEMPO DI GUERRA......UN MOMENTO MA CI SONO NELLA MIA MENTE ASSIEME ALLA MIA LEI CHE' NON CE' PIU' UN SALUTO DA ITALO GRIFONI BRUNO.SCUSATE LA TRISTEZZA MAA VOLTE FA PARTE DEL MIO EGO.MI PASSA F.PEDRONI MI RACCONTA UNA SUA BARZELLETTA NUOVA.ITALO.,negative,0,IT,Italian,Facebook Messenger,2023-09-14 23:28:28
